"ID","OBJECT","MEMBER"
1166,50035,"C1907"
1167,50035,"C1911"
1168,50035,"C1914"
1169,50035,"C1915"
1170,50035,"C1917"
1171,50035,"C1920"
1172,50035,"C1922"
1173,50035,"C1923"
1174,50035,"C1926"
1175,50035,"C1930"
1176,50035,"C1946"
1177,50035,"C1947"
1178,50035,"C1948"
1179,50035,"C1949"
1180,50035,"C1952"
1181,50035,"C1954"
1182,50035,"C1960"
1183,50035,"C1970"
1184,50035,"C1973"
1185,50035,"C1976"
1186,50035,"C1986"
1187,50035,"C1988"
1188,50035,"C1989"
1189,50035,"C1995"
1190,50035,"C2004"
1191,50035,"C2005"
1192,50035,"C2006"
1193,50035,"C2009"
1194,50035,"C2014"
1195,50035,"C2025"
1196,50035,"C2027"
1197,50035,"C2029"
1198,50035,"C2035"
1199,50035,"C2042"
1200,50035,"C2043"
1201,50035,"C2051"
1202,50035,"C2052"
1203,50035,"C2056"
1204,50035,"C2057"
1205,50035,"C2062"
1206,50035,"C2068"
1207,50035,"C2069"
1208,50035,"C2073"
1209,50035,"C2076"
1210,50035,"C2081"
1211,50035,"C2082"
1212,50035,"C2083"
1213,50035,"C2094"
1214,50035,"C2095"
1215,50035,"C2096"
1216,50035,"C2124"
1217,50035,"C2125"
1218,50035,"C2127"
1219,50035,"C2128"
1220,50035,"C2138"
1221,50035,"C2140"
1222,50035,"C2143"
1223,50035,"C2144"
1224,50035,"C2145"
1225,50035,"C2146"
1226,50035,"C2147"
1227,50035,"C2148"
1228,50035,"C2174"
1229,50035,"C2183"
1230,50035,"C2184"
1231,50035,"C2188"
1232,50035,"C2189"
1233,50035,"C2190"
1234,50035,"C2192"
1235,50035,"C2215"
1236,50035,"C2218"
1237,50035,"C2232"
1238,50035,"C2245"
1239,50035,"C2252"
1240,50035,"C2253"
1241,50035,"C2284"
1242,50035,"C2287"
1243,50035,"C2298"
1244,50035,"C2454"
1245,50035,"C2455"
1246,50035,"C2456"
1247,50035,"C2457"
1248,50035,"C2462"
1249,50035,"C2463"
1250,50035,"C2470"
1251,50035,"C2471"
1252,50035,"C2472"
1253,50035,"C2473"
1254,50035,"C2474"
1255,50035,"C2480"
1256,50035,"C2496"
1257,50035,"C2652"
1258,50035,"C2657"
1259,50035,"C2664"
1260,50035,"C2666"
1261,50035,"C2667"
1262,50035,"C2668"
1263,50035,"C2669"
1264,50035,"C2673"
1265,50035,"C2675"
1266,50035,"C2681"
1267,50035,"C2682"
1268,50035,"C2683"
1269,50035,"C2687"
1270,50035,"C2690"
1271,50035,"C2693"
1272,50035,"C2907"
1273,50035,"C2910"
1274,50035,"C2922"
1275,50035,"C2923"
1276,50035,"C1183"
1277,50035,"C1142"
1278,50035,"C1636"
1279,50035,"C3048"
1280,50035,"C3202"
1281,50035,"C3204"
1282,50035,"C3206"
1283,50035,"C3210"
1284,50035,"C3211"
1285,50035,"C3212"
1286,50035,"C3213"
1287,50035,"C3216"
1288,50035,"C3218"
1289,50035,"C3221"
1290,50035,"C3230"
1291,50035,"C3231"
1292,50035,"C3236"
1293,50035,"C3238"
1294,50035,"C3239"
1295,50035,"C3240"
1296,50035,"C3241"
1297,50035,"C3243"
1298,50035,"C3244"
1299,50035,"C3252"
1300,50035,"C3253"
1301,50035,"C3256"
1302,50035,"C3257"
1303,50035,"C3258"
1304,50035,"C3259"
1305,50035,"C3261"
1306,50035,"C3266"
1307,50035,"C3268"
1308,50035,"C3274"
1309,50035,"C3275"
1310,50035,"C3276"
1311,50035,"C3278"
1312,50035,"C3281"
1313,50035,"C3282"
1314,50035,"C3283"
1315,50035,"C3284"
1316,50035,"C3285"
1317,50035,"C3286"
1318,50035,"C3287"
1319,50035,"C3289"
1320,50035,"C3290"
1321,50035,"C3291"
1322,50035,"C3292"
1323,50035,"C3293"
1324,50035,"C3294"
1325,50035,"C3295"
1326,50035,"C3297"
1327,50035,"C3298"
1328,50035,"C3700"
1329,50035,"C3701"
1330,50035,"C3702"
1331,50035,"C3703"
1332,50035,"C3704"
1333,50035,"C3705"
1334,50035,"C3706"
1335,50035,"C3707"
1336,50035,"C3708"
1337,50035,"C3709"
1338,50035,"C3710"
1339,50035,"C1024"
1340,50035,"C1277"
1341,50035,"C1768"
1342,50035,"C1809"
1343,50035,"C1818"
1344,50035,"C1845"
1345,50035,"C2001"
1346,50035,"C2009"
1347,50035,"C2025"
1348,50035,"C2035"
1349,50035,"C2064"
1350,50035,"C2073"
1351,50035,"C2076"
1352,50035,"C2455"
1353,50035,"C3301"
1354,50035,"C3304"
1355,50035,"C3306"
1356,50035,"C3307"
1357,50035,"C3311"
1358,50035,"C3312"
1359,50035,"C3318"
1360,50035,"C3322"
1361,50035,"C3324"
1362,50035,"C3326"
1363,50035,"C3327"
1364,50035,"C3328"
1365,50035,"C3329"
1366,50035,"C3330"
1367,50035,"C3332"
1368,50035,"C3334"
1369,50035,"C3335"
1370,50035,"C3336"
1371,50035,"C3343"
1372,50035,"C3344"
1373,50035,"C3345"
1374,50035,"C3346"
1375,50035,"C3347"
1376,50035,"C3348"
1377,50035,"C3349"
1378,50035,"C3350"
1379,50035,"C3351"
1380,50035,"C3353"
1381,50035,"C3355"
1382,50035,"C3360"
1383,50035,"C3367"
1384,50035,"C3368"
1385,50035,"C3369"
1386,50035,"C3370"
1387,50035,"C3372"
1388,50035,"C3373"
1389,50035,"C3374"
1390,50035,"C3375"
1391,50035,"C3377"
1392,50035,"C3378"
1393,50035,"C3379"
1394,50035,"C3382"
1395,50035,"C3385"
1396,50035,"C3389"
1397,50035,"C3390"
1398,50035,"C3391"
1399,50035,"C3393"
1400,50035,"C3395"
1401,50035,"C3397"
1402,50035,"C3398"
1403,50035,"C3602"
1404,50035,"C3604"
1405,50035,"C3605"
1406,50035,"C3607"
1407,50035,"C3608"
1408,50035,"C3609"
1409,50035,"C3610"
1410,50035,"C3611"
1411,50035,"C3612"
1412,50035,"C3613"
1413,50035,"C3614"
1414,50035,"C3622"
1415,50035,"C3623"
1416,50035,"C3624"
1417,50035,"C3625"
1418,50035,"C3629"
1419,50035,"C3630"
1420,50035,"C3632"
1421,50035,"C3635"
1422,50035,"C3636"
1423,50035,"C3637"
1424,50035,"C3638"
1425,50035,"C3639"
1426,50035,"C3640"
1427,50035,"C3641"
1428,50035,"C3642"
1429,50035,"C3643"
1430,50035,"C3644"
1431,50035,"C3647"
1432,50035,"C3648"
1433,50035,"C3649"
1434,50035,"C3650"
1435,50035,"C3652"
1436,50035,"C3655"
1437,50035,"C3656"
1438,50035,"C1142"
1439,50035,"C1183"
1440,50035,"C1890"
1441,50035,"C1164"
1442,50035,"C1018"
1443,50035,"C1168"
1444,50036,"O50010"
1445,50036,"O50034"
1446,50036,"O50017"
1447,50037,"C4222"
1448,50037,"C5313"
1449,50037,"C5335"
1450,50037,"C5365"
1451,50037,"C5819"
1452,50037,"C5842"
1453,50037,"C5843"
1454,50037,"C5846"
1455,50037,"C5849"
1456,50037,"C5870"
1457,50037,"C5916"
1458,50037,"C3812"
1459,50037,"C4150"
1460,50037,"C4151"
1461,50037,"C4152"
1462,50037,"C4154"
1463,50037,"C4160"
1464,50037,"C4167"
1465,50037,"C4169"
1466,50037,"C4170"
1467,50037,"C4177"
1468,50037,"C4179"
1469,50037,"C4184"
1470,50037,"C4187"
1471,50037,"C4189"
1472,50037,"C4199"
1473,50037,"C4200"
1474,50037,"C4201"
1475,50037,"C4202"
1476,50037,"C4203"
1477,50037,"C4204"
1478,50037,"C4205"
1479,50037,"C4206"
1480,50037,"C4207"
1481,50037,"C4210"
1482,50037,"C4216"
1483,50037,"C4750"
1484,50037,"C4868"
1485,50037,"C4186"
1486,50037,"C4188"
1487,50037,"C4191"
1488,50037,"C4193"
1489,50037,"C4196"
1490,50037,"C4198"
1491,50037,"C4209"
1492,50037,"C4211"
1493,50037,"C4212"
1494,50037,"C4213"
1495,50037,"C4214"
1496,50037,"C4215"
1497,50037,"C4224"
1498,50037,"C4243"
1499,50037,"C4758"
1500,50037,"C4769"
1501,50037,"C4770"
1502,50037,"C4772"
1503,50037,"C4778"
1504,50037,"C4781"
1505,50037,"C4789"
1506,50037,"C4806"
1507,50037,"C4809"
1508,50037,"C4811"
1509,50037,"C4818"
1510,50037,"C4819"
1511,50037,"C4820"
1512,50037,"C4821"
1513,50037,"C4823"
1514,50037,"C4836"
1515,50037,"C4854"
1516,50037,"C4858"
1517,50037,"C4870"
1518,50037,"C4197"
1519,50037,"C4794"
1520,50037,"C5307"
1521,50037,"C3594"
1522,50037,"C5360"
1523,50037,"C3532"
1524,50037,"C3804"
1525,50037,"C4225"
1526,50037,"C4174"
1527,50037,"C3751"
1528,50037,"C5858"
1529,50037,"C4573"
1530,50037,"C4556"
1531,50037,"C3595"
1532,50037,"C3028"
1533,50037,"C3732"
1534,50037,"C3042"
1535,50037,"C3800"
1536,50037,"C3533"
1537,50037,"C3521"
1538,50037,"C3597"
1539,50037,"C3802"
1540,50037,"C3178"
1541,50037,"C3847"
1542,50037,"C3828"
1543,50037,"C3908"
1544,50037,"C3901"
1545,50037,"C3902"
1546,50037,"C3904"
1547,50037,"C3903"
1548,50037,"C3905"
1549,50037,"C5825"
1550,50037,"C5918"
1551,50043,"C5295"
1552,50043,"C5304"
1553,50043,"C5339"
1554,50043,"C5351"
1555,50043,"C5352"
1556,50043,"C5356"
1557,50043,"C5357"
1558,50043,"C5375"
1559,50043,"C5376"
1560,50043,"C5393"
1561,50043,"C5823"
1562,50043,"C5824"
1563,50043,"C5825"
1564,50043,"C5829"
1565,50043,"C5831"
1566,50043,"C5837"
1567,50043,"C5848"
1568,50043,"C5863"
1569,50043,"C5869"
1570,50043,"C5909"
1571,50043,"C5918"
1572,50043,"C5919"
1573,50043,"C5921"
1574,50043,"C5926"
1575,50043,"C5928"
1576,50043,"C5929"
1577,50043,"C5930"
1578,50043,"C5956"
1579,50043,"C5968"
1580,50043,"C5973"
1581,50043,"C5975"
1582,50043,"C5980"
1583,50043,"C5990"
1584,50043,"C5996"
1585,50043,"C5997"
1586,50043,"C6008"
1587,50043,"C6014"
1588,50043,"C6024"
1589,50043,"C6030"
1590,50043,"C6032"
1591,50043,"C6038"
1592,50043,"C6043"
1593,50043,"C5896"
1594,50043,"C5320"
1595,50043,"C5346"
1596,50043,"C1433"
1597,50043,"C4234"
1598,50043,"C4237"
1599,50043,"C4244"
1600,50043,"C4248"
1601,50043,"C4249"
1602,50043,"C4751"
1603,50043,"C4752"
1604,50043,"C4753"
1605,50043,"C4754"
1606,50043,"C4755"
1607,50043,"C4756"
1608,50043,"C4757"
1609,50043,"C4766"
1610,50043,"C4767"
1611,50043,"C4768"
1612,50043,"C4860"
1613,50043,"C4231"
1614,50043,"C4232"
1615,50043,"C4235"
1616,50043,"C4236"
1617,50043,"C4245"
1618,50043,"C4246"
1619,50043,"C4247"
1620,50043,"C5396"
1621,50043,"C5395"
1622,50043,"C5359"
1623,50043,"C5323"
1624,50043,"C5321"
1625,50043,"C5299"
1626,50043,"C5378"
1627,50043,"C5296"
1628,50043,"C5371"
1629,50043,"C5332"
1630,50043,"C5277"
1631,50043,"C5338"
1632,50043,"C6002"
1633,50043,"C6039"
1634,50043,"C4171"
1635,50043,"C4172"
1636,50043,"C4173"
1637,50043,"C4158"
1638,50043,"C4159"
1639,50043,"C4783"
1640,50043,"3178"
1641,50043,"C5298"
1642,50043,"C5340"
1643,50043,"C5275"
1644,50043,"C5265"
1645,50043,"C4790"
1646,50043,"C4774"
1647,50043,"C4153"
1648,50043,"C5305"
1649,50043,"C5872"
1650,50044,"C1140"
1651,50044,"C1141"
1652,50044,"C1150"
1653,50044,"C1151"
1654,50044,"C1154"
1655,50044,"C1157"
1656,50044,"C1165"
1657,50044,"C1167"
1658,50044,"C1173"
1659,50044,"C1174"
1660,50044,"C1183"
1661,50044,"C1184"
1662,50044,"C1187"
1663,50044,"C1488"
1664,50044,"C1530"
1665,50044,"C1535"
1666,50044,"C1542"
1667,50044,"C1543"
1668,50044,"C1552"
1669,50044,"C1553"
1670,50044,"C1563"
1671,50044,"C1564"
1672,50044,"C1565"
1673,50044,"C1664"
1674,50044,"C1706"
1675,50044,"C1744"
1676,50044,"C1771"
1677,50044,"C1772"
1678,50044,"C1900"
1679,50044,"C1970"
1680,50044,"C3259"
1681,50044,"C3289"
1682,50044,"C3297"
1683,50044,"C3311"
1684,50044,"C3312"
1685,50044,"C3370"
1686,50044,"C3377"
1687,50044,"C3611"
1688,50044,"C3613"
1689,50044,"C3625"
1690,50044,"C3629"
1691,50044,"C3630"
1692,50044,"C3636"
1693,50044,"C3637"
1694,50044,"C3638"
1695,50044,"C3639"
1696,50044,"C3640"
1697,50044,"C3648"
1698,50044,"C3701"
1699,50044,"C3707"
1700,50044,"C3709"
1701,50044,"C4072"
1702,50044,"C4071"
1703,50044,"C3673"
1704,50044,"C3980"
1705,50044,"C3991"
1706,50044,"C3993"
1707,50044,"C3979"
1708,50044,"C4009"
1709,50044,"C3631"
1710,50044,"C3619"
1711,50044,"C3601"
1712,50044,"C3667"
1713,50044,"C1164"
1714,50044,"C1018"
1715,50044,"C1168"
1716,50044,"C1527"
1717,50044,"C1533"
1718,50044,"C1015"
1719,50044,"C3920"
1720,50044,"C3201"
1721,50044,"C3948"
1722,50044,"C1047"
1723,50044,"C1141"
1724,50044,"C1241"
1725,50044,"C1243"
1726,50044,"C1302"
1727,50044,"C1158"
1728,50044,"C1160"
1729,50044,"C1162"
1730,50044,"C1163"
1731,50044,"C1188"
1732,50044,"C1466"
1733,50044,"C1474"
1734,50044,"C1476"
1735,50044,"C1486"
1736,50044,"C1743"
1737,50044,"C1745"
1738,50044,"C1746"
1739,50044,"C1753"
1740,50044,"C1757"
1741,50044,"C1768"
1742,50044,"C1788"
1743,50044,"C1796"
1744,50044,"C1797"
1745,50044,"C1798"
1746,50044,"C1809"
1747,50044,"C1832"
1748,50044,"C1857"
1749,50044,"C1922"
1750,50044,"C2004"
1751,50044,"C2009"
1752,50044,"C2025"
1753,50044,"C2068"
1754,50044,"C2124"
1755,50044,"C2125"
1756,50044,"C2471"
1757,50044,"C2472"
1758,50044,"C3294"
1759,50044,"C3307"
1760,50044,"C3351"
1761,50044,"C3382"
1762,50044,"C3385"
1763,50044,"C3390"
1764,50044,"C3398"
1765,50044,"C3604"
1766,50044,"C3605"
1767,50044,"C3608"
1768,50044,"C3635"
1769,50044,"C3708"
1770,50044,"C3313"
1771,50044,"C3049"
1772,50044,"C3695"
1773,50044,"C2340"
1774,50044,"C3994"
1775,50044,"C3386"
1776,50044,"C3668"
1777,50044,"C4111"
1778,50044,"C1818"
1779,50044,"C3392"
1780,50044,"C3656"
1781,50044,"C1524"
1782,50044,"C1517"
1783,50044,"C1656"
1784,50044,"C1129"
1785,50044,"C1156"
1786,50044,"C1159"
1787,50044,"C1161"
1788,50044,"C1264"
1789,50044,"C1277"
1790,50044,"C1358"
1791,50044,"C1498"
1792,50044,"C1528"
1793,50044,"C1529"
1794,50044,"C1531"
1795,50044,"C1544"
1796,50044,"C1545"
1797,50044,"C1546"
1798,50044,"C1561"
1799,50044,"C1605"
1800,50044,"C1608"
1801,50044,"C1616"
1802,50044,"C1617"
1803,50044,"C1626"
1804,50044,"C1679"
1805,50044,"C1699"
1806,50044,"C1700"
1807,50044,"C1717"
1808,50044,"C1718"
1809,50044,"C1732"
1810,50044,"C1742"
1811,50044,"C1764"
1812,50044,"C1775"
1813,50044,"C1777"
1814,50044,"C1781"
1815,50044,"C1784"
1816,50044,"C1792"
1817,50044,"C1808"
1818,50044,"C1810"
1819,50044,"C1811"
1820,50044,"C1812"
1821,50044,"C1813"
1822,50044,"C1820"
1823,50044,"C1845"
1824,50044,"C1846"
1825,50044,"C1847"
1826,50044,"C1880"
1827,50044,"C1884"
1828,50044,"C1891"
1829,50044,"C1892"
1830,50044,"C1907"
1831,50044,"C1911"
1832,50044,"C1915"
1833,50044,"C1917"
1834,50044,"C1926"
1835,50044,"C1946"
1836,50044,"C1947"
1837,50044,"C1948"
1838,50044,"C1949"
1839,50044,"C1952"
1840,50044,"C1954"
1841,50044,"C1960"
1842,50044,"C1986"
1843,50044,"C1995"
1844,50044,"C2001"
1845,50044,"C2006"
1846,50044,"C2035"
1847,50044,"C2042"
1848,50044,"C2043"
1849,50044,"C2051"
1850,50044,"C2052"
1851,50044,"C2056"
1852,50044,"C2057"
1853,50044,"C2064"
1854,50044,"C2073"
1855,50044,"C2076"
1856,50044,"C2081"
1857,50044,"C2082"
1858,50044,"C2094"
1859,50044,"C2095"
1860,50044,"C2096"
1861,50044,"C2143"
1862,50044,"C2145"
1863,50044,"C2146"
1864,50044,"C2188"
1865,50044,"C2189"
1866,50044,"C2190"
1867,50044,"C2232"
1868,50044,"C2245"
1869,50044,"C2284"
1870,50044,"C2287"
1871,50044,"C2454"
1872,50044,"C2455"
1873,50044,"C2456"
1874,50044,"C2462"
1875,50044,"C2463"
1876,50044,"C2470"
1877,50044,"C2480"
1878,50044,"C2496"
1879,50044,"C2652"
1880,50044,"C2657"
1881,50044,"C2666"
1882,50044,"C2668"
1883,50044,"C2669"
1884,50044,"C2675"
1885,50044,"C2681"
1886,50044,"C2682"
1887,50044,"C2683"
1888,50044,"C2687"
1889,50044,"C2690"
1890,50044,"C2693"
1891,50044,"C2907"
1892,50044,"C2910"
1893,50044,"C2922"
1894,50044,"C2923"
1895,50044,"C3048"
1896,50044,"C3204"
1897,50044,"C3206"
1898,50044,"C3211"
1899,50044,"C3212"
1900,50044,"C3213"
1901,50044,"C3216"
1902,50044,"C3218"
1903,50044,"C3221"
1904,50044,"C3230"
1905,50044,"C3231"
1906,50044,"C3252"
1907,50044,"C3253"
1908,50044,"C3256"
1909,50044,"C3258"
1910,50044,"C3261"
1911,50044,"C3266"
1912,50044,"C3268"
1913,50044,"C3275"
1914,50044,"C3278"
1915,50044,"C3282"
1916,50044,"C3283"
1917,50044,"C3286"
1918,50044,"C3287"
1919,50044,"C3291"
1920,50044,"C3293"
1921,50044,"C3298"
1922,50044,"C3304"
1923,50044,"C3306"
1924,50044,"C3318"
1925,50044,"C3322"
1926,50044,"C3332"
1927,50044,"C3343"
1928,50044,"C3344"
1929,50044,"C3345"
1930,50044,"C3348"
1931,50044,"C3368"
1932,50044,"C3369"
1933,50044,"C3372"
1934,50044,"C3374"
1935,50044,"C3375"
1936,50044,"C3378"
1937,50044,"C3612"
1938,50044,"C3614"
1939,50044,"C3622"
1940,50044,"C3624"
1941,50044,"C3647"
1942,50044,"C3649"
1943,50044,"C3650"
1944,50044,"C3702"
1945,50044,"C3703"
1946,50044,"C3706"
1947,50044,"C3710"
1948,50044,"C4012"
1949,50044,"C4008"
1950,50044,"C3317"
1951,50044,"C1472"
1952,50044,"C3633"
1953,50044,"C3634"
1954,50044,"C3325"
1955,50044,"C3316"
1956,50044,"C3303"
1957,50044,"C3331"
1958,50044,"C3305"
1959,50044,"C3653"
1960,50044,"C3302"
1961,50044,"C3310"
1962,50044,"C1640"
1963,50044,"C1254"
1964,50044,"C2074"
1965,50044,"C3219"
1966,50044,"C3383"
1967,50044,"C3381"
1968,50044,"C3376"
1969,50044,"C3366"
1970,50044,"C1844"
1971,50044,"C3396"
1972,50044,"C2925"
1973,50044,"C3603"
1974,50044,"C3654"
1975,50044,"C5027"
1976,50044,"C2664"
1977,50044,"C1671"
1978,50044,"C3365"
1979,50044,"C1914"
1980,50044,"C4101"
1981,50044,"C4656"
1982,50044,"C3688"
1983,50044,"C1869"
1984,50044,"C1629"
1985,50044,"C1622"
1986,50044,"C1654"
1987,50044,"C1410"
1988,50044,"C1457"
1989,50044,"C3350"
1990,50044,"C1802"
1991,50044,"C1800"
1992,50044,"C1448"
1993,50044,"C1447"
1994,50044,"C1525"
1995,50044,"C1461"
1996,50044,"C1934"
1997,50044,"C1991"
1998,50044,"C2018"
1999,50044,"C2165"
2000,50044,"C2179"
2001,50044,"C1580"
2002,50044,"C1584"
2003,50044,"C1582"
2004,50044,"C1589"
2005,50044,"C1518"
2006,50044,"C1526"
2007,50044,"C1790"
2008,50044,"C2266"
2009,50044,"C2268"
2010,50044,"C2233"
2011,50044,"C1874"
2012,50044,"C1875"
2013,50044,"C1863"
2014,50044,"C1864"
2015,50044,"C1878"
2016,50044,"C1879"
2017,50044,"C1393"
2018,50044,"C3699"
2019,50044,"C4094"
2020,50044,"C4017"
2021,50044,"C1397"
2022,50044,"C3922"
2023,50044,"C3921"
2024,50044,"C3696"
2025,50044,"C4454"
2026,50044,"C4459"
2027,50046,"C3259"
2028,50046,"C3276"
2029,50046,"C2074"
2030,50046,"C2232"
2031,50046,"C2245"
2032,50046,"C2284"
2033,50046,"C2340"
2034,50046,"C2455"
2035,50046,"C2456"
2036,50046,"C3048"
2037,50046,"C3049"
2038,50046,"C3213"
2039,50046,"C3266"
2040,50046,"C3282"
2041,50046,"C3286"
2042,50046,"C3287"
2043,50046,"C3291"
2044,50046,"C3298"
2045,50046,"C3313"
2046,50046,"C3375"
2047,50046,"C3706"
2048,50046,"C4111"
2049,50046,"C4454"
2050,50046,"C4459"
2051,50046,"C1488"
2052,50046,"C1535"
2053,50046,"C1771"
2054,50046,"C1772"
2055,50046,"C1358"
2056,50046,"C1832"
2057,50046,"C1857"
2058,50046,"C3294"
2059,50046,"C3377"
2060,50046,"C3636"
2061,50046,"C3640"
2062,50046,"C3695"
2063,50046,"C3708"
2064,50046,"C3710"
2065,50046,"C4008"
2066,50046,"C4012"
2067,50046,"C3922"
2068,50046,"C3921"
2069,50046,"C3696"
2070,50046,"C1742"
2071,50046,"C4017"
2072,50046,"C1397"
2073,50046,"C1140"
2074,50046,"C1141"
2075,50046,"C1151"
2076,50046,"C1154"
2077,50046,"C1184"
2078,50046,"C1187"
2079,50046,"C1664"
2080,50046,"C3289"
2081,50046,"C3611"
2082,50046,"C3613"
2083,50046,"C3625"
2084,50046,"C3629"
2085,50046,"C3630"
2086,50046,"C3637"
2087,50046,"C3639"
2088,50046,"C3648"
2089,50046,"C3667"
2090,50046,"C3673"
2091,50046,"C1156"
2092,50046,"C1159"
2093,50046,"C1188"
2094,50046,"C1743"
2095,50046,"C1744"
2096,50046,"C1745"
2097,50046,"C1797"
2098,50046,"C3390"
2099,50046,"C3656"
2100,50046,"C3668"
2101,50046,"C4009"
2102,50046,"C1393"
2103,50046,"C3699"
2104,50046,"C1047"
2105,50046,"C1302"
2106,50046,"C1466"
2107,50046,"C1474"
2108,50046,"C1498"
2109,50046,"C1517"
2110,50046,"C1524"
2111,50046,"C1531"
2112,50046,"C1544"
2113,50046,"C1546"
2114,50046,"C1561"
2115,50046,"C1626"
2116,50046,"C1656"
2117,50046,"C1679"
2118,50046,"C1699"
2119,50046,"C1757"
2120,50046,"C1764"
2121,50046,"C1768"
2122,50046,"C1784"
2123,50046,"C1788"
2124,50046,"C1792"
2125,50046,"C1796"
2126,50046,"C1808"
2127,50046,"C1809"
2128,50046,"C1810"
2129,50046,"C1811"
2130,50046,"C1813"
2131,50046,"C1820"
2132,50046,"C1884"
2133,50046,"C1891"
2134,50046,"C1917"
2135,50046,"C1922"
2136,50046,"C1926"
2137,50046,"C1946"
2138,50046,"C1947"
2139,50046,"C1948"
2140,50046,"C1949"
2141,50046,"C1995"
2142,50046,"C2006"
2143,50046,"C2009"
2144,50046,"C2025"
2145,50046,"C2051"
2146,50046,"C2052"
2147,50046,"C2057"
2148,50046,"C2096"
2149,50046,"C2143"
2150,50046,"C2145"
2151,50046,"C2146"
2152,50046,"C2189"
2153,50046,"C2190"
2154,50046,"C2287"
2155,50046,"C2471"
2156,50046,"C2472"
2157,50046,"C2652"
2158,50046,"C2657"
2159,50046,"C2683"
2160,50046,"C2687"
2161,50046,"C2693"
2162,50046,"C3211"
2163,50046,"C3216"
2164,50046,"C3221"
2165,50046,"C3231"
2166,50046,"C3252"
2167,50046,"C3258"
2168,50046,"C3350"
2169,50046,"C3351"
2170,50046,"C3622"
2171,50046,"C1875"
2172,50046,"C1447"
2173,50046,"C1448"
2174,50046,"C1800"
2175,50046,"C1802"
2176,50046,"C1812"
2177,50046,"C1874"
2178,50046,"C1864"
2179,50046,"C1879"
2180,50046,"C1863"
2181,50046,"C1878"
2182,50046,"C1790"
2183,50046,"C1457"
2184,50046,"C1410"
2185,50046,"C1622"
2186,50046,"C1629"
2187,50046,"C1654"
2188,50046,"C1461"
2189,50046,"C1518"
2190,50046,"C1526"
2191,50046,"C1525"
2192,50046,"C1580"
2193,50046,"C1584"
2194,50046,"C1582"
2195,50046,"C1589"
2196,50046,"C2018"
2197,50046,"C1991"
2198,50046,"C1934"
2199,50046,"C2165"
2200,50046,"C2179"
2201,50046,"C2268"
2202,50046,"C2266"
2203,50046,"C2233"
2204,50046,"C3253"
2205,50046,"C1781"
2206,50046,"C1914"
2207,50046,"C2056"
2208,50046,"C2082"
2209,50046,"C2094"
2210,50046,"C2188"
2211,50046,"C3920"
2212,50046,"C1241"
2213,50046,"C1243"
2214,50046,"C1545"
2215,50046,"C1700"
2216,50046,"C1753"
2217,50046,"C1775"
2218,50046,"C1777"
2219,50046,"C1798"
2220,50046,"C1907"
2221,50046,"C1911"
2222,50046,"C1915"
2223,50046,"C3268"
2224,50046,"C3275"
2225,50046,"C3278"
2226,50046,"C3283"
2227,50046,"C3688"
2228,50046,"C4094"
2229,50046,"C3615"
2230,50046,"C3602"
2231,50046,"C3372"
2232,50046,"C3345"
2233,50046,"C3348"
2234,50046,"C3999"
2235,50046,"C4007"
2236,50046,"C3607"
2237,50046,"C3324"
2238,50046,"C3388"
2239,50046,"C3374"
2240,50046,"C3389"
2241,50046,"C3397"
2242,50046,"C3395"
2243,50046,"C3987"
2244,50046,"C3346"
2245,50046,"C3674"
2246,50046,"C3652"
2247,50046,"C3675"
2248,50046,"C3669"
2249,50046,"C4015"
2250,50046,"C3990"
2251,50046,"C3692"
2252,50046,"C3679"
2253,50046,"C3698"
2254,50046,"C4453"
2255,50046,"C3396"
2256,50046,"C4452"
2257,50046,"C4086"
2258,50046,"C4494"
2259,50046,"C4006"
2260,50046,"C3391"
2261,50046,"C3393"
2262,50046,"C3609"
2263,50046,"C3610"
2264,50046,"C4481"
2265,50046,"C4460"
2266,50046,"C3649"
2267,50046,"C3650"
2268,50046,"C3603"
2269,50046,"C1869"
2270,50046,"C2453"
2271,50046,"C2460"
2272,50046,"C2462"
