find_id,find_material
32073,CBM
32074,IRON
32078,Animal Bone
32080,CHARCOAL
32091,POTTERY
32093,CBM
32094,IRON
32096,STONE
32097,STONE
32098,Animal Bone
32321,POTTERY
32324,IRON
32325,GLASS
32326,STONE
32328,Animal Bone
32329,OTHER
32511,POTTERY
32513,CBM
32514,IRON
32515,GLASS
32516,STONE
32518,Animal Bone
33001,POTTERY
33471,POTTERY
33474,IRON
33478,Animal Bone
34011,POTTERY
34051,POTTERY
34054,IRON
34058,Animal Bone
34081,POTTERY
34088,POTTERY
34461,POTTERY
34464,IRON
34468,Animal Bone
34651,Pottery
34658,Animal Bone
34731,POTTERY
34738,Animal Bone
34791,Pottery
34794,IRON
34798,AB
34799,Daub
34891,Pottery
34894,IRON
34895,GLASS
34898,AB
34901,PO
34904,IRON
34908,AB
34941,PO
34944,IRON
34945,GLASS
34946,STONE
34948,AB
34949,DA
34950,CHARCOAL
34991,PO
34993,CBM
34998,AB
35101,Pottery
35104,IRON
35108,AB
35151,POTTERY
35157,STONE
35711,POTTERY
35715,Glass
35720,CHARCOAL
35851,POTTERY
35861,PO
35864,IRON
35868,AB
35951,POTTERY
35959,OTHER
36011,POTTERY
36013,CBM
36014,IRON
36018,AB
36171,POTTERY
36179,Plaster
2924,Glass
2928,Iron
2942,Copper Alloy
2949,Iron
2952,Pot
2953,Copper Alloy
2957,Iron
2959,Pot
2961,Copper Alloy
2926,Copper Alloy
2958,Copper Alloy
2964,Copper Alloy
2965,Copper Alloy
2967,Plaster
2974,Pot
2975,Copper Alloy
2977,Iron
2980,Iron
2983,Lead
2984,Iron
2985,Copper Alloy
2995,Stone
2998,Iron
2999,Copper Alloy
3001,Glass
3002,Copper Alloy
3005,Pot
3006,Iron
3008,Iron
3011,Copper Alloy
3017,Copper Alloy
3018,Frit
3021,Iron
3022,Copper Alloy
3024,Copper Alloy
3025,Copper Alloy
3029,Iron
3031,Iron
3037,Lead
3040,Copper Alloy
3042,Iron
3044,Copper Alloy
3048,Copper Alloy
3049,Copper Alloy
3050,Iron
3055,Gold
3068,Bone
3069,Shale
3075,Copper Alloy
3076,Copper Alloy
3077,Iron
3079,Pottery
3082,Copper Alloy
3083,Copper Alloy
3084,Copper Alloy
3085,Shale
3086,Copper Alloy
3094,Glass
3095,Pottery
3096,Pottery
3098,Copper Alloy
3110,Copper Alloy
3112,Copper Alloy
3113,Iron
3131,Marble
3133,Copper Alloy
3140,Iron
3142,Iron
3145,Iron
3154,Iron
3155,Copper Alloy
3156,Pottery
3164,Samian
3165,Bone
3167,Pottery
3169,Copper Alloy
3170,Pottery
3173,Iron
3175,Samian
3177,Pottery
3179,Copper Alloy
3219,Stone
3220,Stone
3229,Stone
3230,Glass
3253,Stone
3256,Copper Alloy
3260,Ivory
3264,Copper Alloy
36501,POTTERY
36505,GLASS
36508,Animal Bone
36511,POTTERY
5154,IRON
5188,Animal Bone
5241,POTTERY
5245,GLASS
5248,BONE
6504,IRON
6525,GLASS
6578,Animal Bone
6581,POTTERY
6588,Animal Bone
6601,POTTERY
6604,IRON
6608,Animal Bone
6621,POTTERY
6631,POTTERY
6634,IRON
6638,Animal Bone
6641,POTTERY
6643,CERAMIC
6644,IRON
6648,Animal Bone
10831,POTTERY
10834,IRON
10838,Animal Bone
12151,POTTERY
12154,IRON
12461,POTTERY
12464,IRON
12468,Animal Bone
12469,Opus Signinum
13461,POTTERY
13464,IRON
13468,Animal Bone
15041,POTTERY
15044,IRON
15221,POTTERY
15224,IRON
15228,Animal Bone
15235,GLASS
15237,STONE
15238,Animal Bone
15831,POTTERY
15838,Animal Bone
16241,POTTERY
16244,IRON
16251,POTTERY
16254,IRON
16258,Animal Bone
26781,POTTERY
26783,CBM
26784,IRON
26785,GLASS
26788,Animal Bone
27214,IRON
27217,STONE
27218,Animal Bone
27601,POTTERY
27608,Animal Bone
27631,POTTERY
27634,IRON
27821,POTTERY
27828,Animal Bone
28135,GLASS
28698,BONE
28700,CHARCOAL
28754,IRON
28755,GLASS
28758,Animal Bone
28791,POTTERY
28794,IRON
28901,POTTERY
28904,IRON
28906,STONE
28908,Animal Bone
28963,CBM
28965,GLASS
28967,STONE
28970,NATURAL
31611,POTTERY
31614,IRON
31788,Animal Bone
31790,CHARCOAL
31801,POTTERY
31804,IRON
31808,Animal Bone
36513,CBM
36514,IRON
36515,GLASS
36518,Animal Bone
36521,POTTERY
36523,CBM
36524,IRON
36525,GLASS
36526,STONE
36528,Animal Bone
36531,POTTERY
36534,IRON
36538,Animal Bone
36671,POTTERY
36674,IRON
36678,Animal Bone
36691,POTTERY
36694,IRON
36701,POTTERY
36704,IRON
36705,GLASS
36706,STONE
36708,Animal Bone
36709,OTHER
36710,NATURAL
36741,POTTERY
36745,GLASS
36748,Animal Bone
36791,POTTERY
36793,CBM
36794,IRON
36798,Animal Bone
36800,CHARCOAL
36841,POTTERY
36861,POTTERY
36863,CBM
36864,IRON
36868,Animal Bone
36881,POTTERY
36884,IRON
36885,GLASS
36888,Animal Bone
36890,CHARCOAL
36891,POTTERY
36911,POTTERY
36914,IRON
36918,Animal Bone
36971,POTTERY
36973,IRON
36981,POTTERY
37111,POTTERY
37116,STONE
37151,POTTERY
3288,Copper Alloy
3292,Iron
3295,Glass
3297,Stone
3309,Iron
3320,Pot
3338,Pot
3340,Pot
3343,Pot
3361,Iron
3363,Copper Alloy
3365,Copper Alloy
3379,Iron
3381,Shale
3382,Iron
3384,Copper Alloy
3385,Pot
3393,Copper Alloy
3397,Iron
3409,Iron
3418,Iron
3439,Copper Alloy
3449,Iron
3457,Iron
3482,Iron
3484,Copper Alloy
3485,Copper Alloy
3486,Pot
3493,Frit
3495,Copper Alloy
3496,Iron
3499,Pot
3500,Iron
3502,Iron
3506,Copper Alloy
3512,Copper Alloy
3513,Glass
3515,Glass
3521,Glass
3524,Pottery
3528,Iron
3541,Iron
3543,Iron
3554,Pot
3581,Ceramic
3593,Iron
3601,Pottery
3602,Iron
3616,Iron
3628,Pottery
3635,Copper Alloy
3648,Copper Alloy
3653,Iron
3655,Iron
3667,Iron
3670,Pottery
3679,Copper Alloy
3682,Iron
3691,Iron
3696,Samian
3697,Iron
3717,Iron
3729,Pottery
3740,Iron
3758,Copper Alloy
3764,Copper Alloy
3766,Copper Alloy
3777,Copper Alloy
3778,Iron
3779,Copper Alloy
3783,Copper Alloy
3790,Iron
3793,Iron
3795,Iron
3796,Iron
3812,Shale
3815,Copper Alloy
3817,Stone
3827,Iron
3829,Copper Alloy
3831,Iron
3836,Copper Alloy
3843,Copper Alloy
3854,Iron
3855,Glass
3875,Stone
3879,Iron
3880,Copper Alloy Iron
3883,Glass
3890,Copper Alloy
3908,Frit
3913,Copper Alloy
3919,Iron
3922,Copper Alloy
3925,Iron
3928,Iron
3932,Iron
3933,Copper Alloy
3939,Plaster
3946,Copper Alloy
3948,Iron
3953,Iron
3962,Copper Alloy
3963,Glass
3964,Glass
3967,Pottery
3968,Glass
3969,Glass
3975,Iron
3976,Iron
3978,Glass
3981,Iron
3985,Copper Alloy
3999,Iron
4003,Copper Alloy
4017,Glass
4018,Copper Alloy
4019,Glass
36301,POTTERY
36308,Animal Bone
37431,POTTERY
37438,Animal Bone
3129,Copper Alloy
2963,Copper Alloy
2990,Copper Alloy
38541,POTTERY
38544,IRON
38851,POTTERY
38854,IRON
38861,POTTERY
38864,IRON
38868,Animal Bone
38870,NATURAL
39091,POTTERY
39521,POTTERY
39528,Animal Bone
39531,POTTERY
39541,POTTERY
39544,IRON
39545,GLASS
39546,STONE
39548,Animal Bone
39811,POTTERY
39818,Animal Bone
39941,POTTERY
39944,IRON
40511,POTTERY
40521,POTTERY
40524,IRON
40525,GLASS
40528,Animal Bone
40561,POTTERY
40565,GLASS
40571,POTTERY
40591,POTTERY
40598,Animal Bone
40601,POTTERY
40604,IRON
40605,GLASS
40608,Animal Bone
40611,POTTERY
40614,IRON
40615,GLASS
40631,POTTERY
40634,IRON
40641,POTTERY
40644,IRON
40671,POTTERY
40674,IRON
40678,Animal Bone
40761,POTTERY
40764,IRON
40768,Animal Bone
40771,POTTERY
40774,GLASS
40781,POTTERY
40784,IRON
40788,Animal Bone
40791,POTTERY
40798,Animal Bone
40831,POTTERY
40838,Animal Bone
40844,IRON
40841,POTTERY
40848,Animal Bone
40850,CHARCOAL
40881,POTTERY
40885,GLASS
40886,STONE
40888,Animal Bone
40891,GLASS
40921,POTTERY
40924,IRON
40927,STONE
40928,Animal Bone
40938,Animal Bone
40941,POTTERY
40944,IRON
40948,Animal Bone
40950,CHARCOAL
40981,POTTERY
40985,GLASS
40991,POTTERY
40994,IRON
41011,POTTERY
41017,STONE
41021,POTTERY
41054,IRON
41061,POTTERY
41068,Animal Bone
41121,POTTERY
41124,IRON
41128,Animal Bone
41131,POTTERY
41138,Animal Bone
41161,POTTERY
41168,Animal Bone
44201,POTTERY
44204,IRON
44205,GLASS
41371,POTTERY
41378,Animal Bone
41461,POTTERY
41468,Animal Bone
41561,POTTERY
41571,POTTERY
41721,POTTERY
41724,IRON
41728,Animal Bone
41731,POTTERY
41791,POTTERY
41798,Animal Bone
41821,POTTERY
41824,IRON
42251,POTTERY
42254,IRON
42255,GLASS
42258,Animal Bone
42581,POTTERY
42583,CBM
42584,IRON
42585,GLASS
42588,Animal Bone
42711,POTTERY
42714,IRON
42721,POTTERY
42728,Animal Bone
42741,POTTERY
42744,IRON
42748,Animal Bone
42749,Opus Signinum
42781,POTTERY
42811,POTTERY
42814,IRON
42818,Animal Bone
43061,POTTERY
43065,GLASS
43068,Animal Bone
43111,POTTERY
43114,IRON
43118,Animal Bone
43120,SHELL
43181,POTTERY
43188,Animal Bone
43211,POTTERY
43581,POTTERY
43701,POTTERY
43705,GLASS
32041,POTTERY
32044,IRON
32048,Animal Bone
33021,POTTERY
33023,CBM
33024,IRON
33025,GLASS
33041,POTTERY
33043,CBM
33044,IRON
33045,GLASS
33048,Animal Bone
33121,POTTERY
33123,CBM
33124,IRON
33126,STONE
33128,Animal Bone
33475,GLASS
34734,IRON
35015,GLASS
35154,IRON
35794,IRON
35991,POTTERY
35998,Animal Bone
36111,POTTERY
36113,CBM
36114,IRON
36115,GLASS
36116,STONE
36118,Animal Bone
36121,POTTERY
36123,CBM
36124,Iron
36125,GLASS
36128,Animal Bone
36178,Animal Bone
36211,POTTERY
36214,GLASS
36231,POTTERY
36234,IRON
36238,Animal Bone
36281,POTTERY
36284,IRON
36288,Animal Bone
36290,CHARCOAL
36303,IRON
36305,GLASS
36310,CHARCOAL
37221,POTTERY
37224,IRON
37228,Animal Bone
37251,POTTERY
37254,IRON
37255,GLASS
37258,Animal Bone
28969,PLASTER
39098,Animal Bone
15834,IRON
15837,BONE
27578,Animal Bone
27844,IRON
27848,Animal Bone
27974,IRON
27978,Animal Bone
28854,IRON
28855,GLASS
28858,Animal Bone
28859,GLASS
31015,GLASS
31195,GLASS
31197,STONE
31595,GLASS
31598,Animal Bone
32007,STONE
32008,Animal Bone
35078,Animal Bone
35807,STONE
35808,Animal Bone
35814,IRON
35815,GLASS
36703,CBM
37128,Animal Bone
39008,Animal Bone
39010,CHARCOAL
39094,IRON
39099,IRON
39100,CHARCOAL
39238,Animal Bone
39244,IRON
39248,Animal Bone
39308,Animal Bone
39441,POTTERY
39451,POTTERY
39458,Animal Bone
40811,POTTERY
40818,Animal Bone
40971,POTTERY
40975,GLASS
40980,CHARCOAL
41361,POTTERY
41364,IRON
41368,Animal Bone
41464,IRON
41491,POTTERY
41497,STONE
41499,IRON
41568,Animal Bone
41564,IRON
41794,IRON
42371,POTTERY
42723,CBM
42724,IRON
42726,STONE
42730,CHARCOAL
43541,POTTERY
43545,GLASS
43548,Animal Bone
47314,IRON
47658,Animal Bone
47751,POTTERY
47754,IRON
47755,GLASS
47758,Animal Bone
47760,NATURAL
47981,POTTERY
48051,POTTERY
48054,IRON
48055,GLASS
48058,Animal Bone
48059,MORTAR
48060,CHARCOAL
48071,POTTERY
48074,IRON
48075,GLASS
48131,POTTERY
48134,IRON
48135,GLASS
48138,Animal Bone
48140,SHELL
48321,POTTERY
48325,GLASS
48328,Animal Bone
48329,MORTAR
48351,POTTERY
48354,IRON
48355,GLASS
48357,STONE
48358,Animal Bone
48360,NATURAL
48401,POTTERY
48404,IRON
48408,BONE
48409,Opus Signinum
48601,POTTERY
48604,IRON
48605,GLASS
48608,BONE
49011,POTTERY
49013,CBM
49014,IRON
49015,GLASS
49018,Animal Bone
49020,CHARCOAL
49121,POTTERY
49124,IRON
49125,GLASS
49130,CHARCOAL
49151,POTTERY
49154,IRON
49158,Animal Bone
49211,POTTERY
49231,POTTERY
49234,IRON
49235,GLASS
49271,POTTERY
49274,IRON
49278,Animal Bone
49281,POTTERY
49284,Iron
49288,Animal Bone
49290,NATURAL
49321,POTTERY
49421,POTTERY
49424,IRON
49428,Animal Bone
49611,POTTERY
49618,Animal Bone
49851,POTTERY
49854,IRON
49858,BONE
49861,POTTERY
49868,BONE
50161,POTTERY
50199,Daub
50258,Animal Bone
50301,POTTERY
50304,IRON
50511,POTTERY
50631,POTTERY
4023,Glass
4027,Glass
4028,Copper Alloy
4031,Iron
4036,Iron
4039,Iron
4041,Samian
4043,Copper Alloy
4044,Copper Alloy
4045,Copper Alloy
4046,Copper Alloy
4053,Iron
4054,Human Bone
4057,Iron
4058,Copper Alloy
4060,Iron
4061,Iron
4062,Glass
4064,Samian
4065,Copper Alloy
4069,Pottery
4071,Iron
4077,Silver
4082,Iron
4085,Pottery
4086,Iron
4089,Copper Alloy
4094,Iron
4095,Copper Alloy
4096,Glass
53041,POTTERY
53048,Animal Bone
53181,Pottery
53183,Ceramic Building Material
53251,Pottery
53421,Pottery
53431,Pottery
53461,Pottery
53468,Animal Bone
53581,Pottery
53583,Ceramic Building Material
53584,Iron
53585,Glass
53587,Stone
53588,Animal Bone
53589,Opus Signinum
53590,Shell
43619,Mortar
53701,Pottery
53703,Ceramic Building Material
53704,Iron
53705,Glass
53708,Animal Bone
53709,Charcoal
53710,Miscellaneous
53721,Pottery
53723,Ceramic Building Material
53724,Iron
53725,Glass
53728,Animal Bone
53729,Opus Signinum
53730,Shell
53808,Animal Bone
53809,Opus Signinum
53891,Pottery
53895,Glass
53898,Animal Bone
54161,Pottery
54181,Pottery
54184,Iron
54185,Glass
54188,Animal Bone
54331,Pottery
54334,Iron
54338,Animal Bone
54339,Opus Signinum
54551,Pottery
54554,Iron
55281,Pottery
55284,Iron
55285,Glass
55308,Animal Bone
50851,Pottery
50854,Iron
50855,Glass
50858,Animal Bone
50861,Pottery
50864,Iron
50865,Glass
50868,Animal Bone
50894,Iron
50898,Animal Bone
50899,Charcoal
52681,Pottery
52688,Animal Bone
52701,Pottery
52704,Iron
52705,Glass
52708,Animal Bone
52709,Miscellaneous
52771,Pottery
52774,Iron
52778,Animal Bone
52841,Pottery
52848,Animal Bone
52851,Pottery
52855,Glass
52861,Pottery
52864,Iron
52868,Animal Bone
52951,Pottery
52958,Animal Bone
52959,Opus Signinum
52974,Iron
52978,Animal Bone
52979,Plaster
55511,Pottery
55561,Pottery
55563,Ceramic Building Material
55564,Iron
55568,Animal Bone
55604,Pottery
55611,Pottery
55614,Iron
55624,Iron
55628,Animal Bone
55629,Charcoal
55631,Pottery
55638,Animal Bone
55741,Pottery
55748,Animal Bone
55771,Pottery
55778,Animal Bone
55831,Pottery
55838,Animal Bone
55839,Daub
55841,Pottery
55846,Stone
55848,Animal Bone
55851,Pottery
55911,Pottery
55921,Pottery
55931,Pottery
55934,Iron
55935,Glass
55938,Animal Bone
55981,Pottery
56091,Pottery
56098,Animal Bone
56171,Pottery
56178,Animal Bone
56271,Pottery
56278,Animal Bone
56301,Pottery
56304,Iron
56308,Animal Bone
56311,Pottery
56318,Animal Bone
56319,Plaster
56351,Pottery
56354,Iron
56355,Glass
56358,Animal Bone
56461,Pottery
56464,Iron
56491,Pottery
56481,Pottery
56483,Ceramic Building Material
56484,Iron
56489,Charcoal
56493,Ceramic Building Material
56494,Iron
56498,Animal Bone
56499,Charcoal
59541,Pottery
59544,Iron
59548,Animal Bone
59611,Pottery
59615,Glass
59616,Stone
59621,Pottery
59624,Iron
59628,Animal Bone
59671,Pottery
59674,Iron
59675,Glass
59678,Animal Bone
59679,Daub
59741,Pottery
59744,Iron
59748,Animal Bone
59761,Pottery
59764,Iron
59768,Animal Bone
59831,Pottery
59839,Daub
59881,Pottery
59884,Iron
59888,Animal Bone
59951,Pottery
59954,Iron
59958,Animal Bone
59961,Pottery
59964,Iron
59965,Glass
60071,Pottery
60074,Iron
60078,Animal Bone
60091,Pottery
60098,Animal Bone
60151,Pottery
60154,Iron
60158,Animal Bone
60191,Pottery
60194,Iron
60195,Glass
60198,Animal Bone
60201,Pottery
60208,Animal Bone
60588,Animal Bone
60601,Pottery
60758,Animal Bone
60851,Pottery
60901,Pottery
60908,Animal Bone
60931,Pottery
60933,Ceramic Building Material
60934,Iron
60938,Animal Bone
60939,Charcoal
60940,Miscellaneous
60941,Pottery
60948,Animal Bone
60951,Pottery
60954,Iron
60958,Animal Bone
60961,Pottery
60964,Iron
60968,Animal Bone
60969,Charcoal
60970,Shell
61061,Pottery
61064,Iron
61071,Pottery
61074,Iron
61184,Iron
61189,Charcoal
61234,Iron
61238,Animal Bone
61239,Charcoal
61371,Pottery
61373,Ceramic Building Material
61374,Iron
61378,Animal Bone
61379,Charcoal
61451,Pottery
61454,Iron
61458,Animal Bone
53611,Pottery
53618,Animal Bone
53619,Mortar
4108,Glass
3654,Iron
49111,Pottery
49471,Pottery
49474,Iron
49475,Glass
49478,Animal Bone
49480,Charcoal
49654,Iron
49691,Pottery
49791,Pottery
49798,Animal Bone
49864,Iron
49991,Pottery
49994,Iron
49998,Animal Bone
50561,Pottery
50564,Iron
50568,Animal Bone
12178,Animal Bone
12328,Animal Bone
14754,Iron
25338,Animal Bone
27604,Iron
27610,Charcoal
27635,Glass
27638,Animal Bone
31311,Pottery
31313,Ceramic Building Material
31314,Iron
31315,Glass
31318,Animal Bone
31461,Pottery
31464,Iron
31465,Glass
31468,Animal Bone
31610,Pottery
31618,Animal Bone
31619,Opus Signinum
31651,Pottery
32045,Glass
34021,Pottery
34028,Animal Bone
34029,Opus Signinum
34251,Pottery
34254,Iron
34257,Stone
35011,Pottery
39191,Pottery
39201,Pottery
39204,Iron
39208,Animal Bone
39411,Pottery
39418,Animal Bone
39549,Opus Signinum
39550,Shell
39591,Pottery
39593,Ceramic Building Material
39594,Iron
39595,Glass
39598,Animal Bone
40041,Pottery
40048,Animal Bone
40541,Pottery
40884,Iron
41351,Pottery
41358,Animal Bone
43191,Pottery
43194,Iron
43195,Glass
43198,Animal Bone
43471,Pottery
43474,Iron
43478,Animal Bone
43481,Pottery
43488,Animal Bone
34618,Animal Bone
40548,Animal Bone
40544,Iron
40545,Glass
40546,Stone
40550,Charcoal
34481,Pottery
34488,Animal Bone
41211,Pottery
41214,Iron
41218,Animal Bone
6611,Pottery
6617,Stone
6618,Animal Bone
4164,Copper Alloy
4144,Copper Alloy
4148,Copper Alloy
4154,Plaster
4158,Plaster
4176,Iron
4177,Iron
4180,Copper Alloy
4183,Iron
4234,Iron
4271,Copper Alloy
4280,Iron
4315,Copper Alloy
4322,Samian
4348,Iron
4357,Copper Alloy
4377,Copper Alloy
4419,Copper Alloy
4482,Copper Alloy
4499,Glass Frit
4516,Copper Alloy
6512,TI
34027,ST
4565,Pottery
12181,PO
12188,AB
12191,PO
12198,AB
31115,GL
31291,PO
39198,AB
41451,PO
41455,GL
48921,PO
48928,AB
49115,GL
49118,AB
49863,TI
53801,PO
53806,ST
55751,PO
55758,AB
55811,PO
55813,TI
55818,AB
59531,PO
59631,PO
59749,DA
59981,PO
59985,GL
59988,AB
60011,PO
60018,AB
60020,SH
60081,PO
60086,ST
60088,AB
60111,PO
60115,GL
60118,AB
60461,PO
60681,PO
60688,AB
60861,PO
60868,AB
60981,PO
60988,AB
61021,PO
61028,AB
61161,PO
61168,AB
61169,DA
61281,PO
61288,AB
9886,ST
25426,ST
33476,MI
28132,TI
31112,TI
39192,TI
41462,ST
