find_id,find_type
35108,Miscellaneous
35151,Household Vessel
35157,Miscellaneous
35711,Household Vessel
35715,Household
35720,Miscellaneous
35851,Household Vessel
35861,Household Vessel
35864,Fittings Nails
35868,Miscellaneous
35951,Household Vessel
35959,Miscellaneous Object
36011,Household Vessel
36013,Buildings Tessera
36014,Fittings Nail
36018,Miscellaneous
36171,Household Vessel
36179,Buildings
2924,Recreation Counter
2928,Miscellaneous Strip
2942,Toilet Toilet Set
2949,Writing Stylus
2952,Samian Stamp
2953,Miscellaneous Strip
2957,Miscellaneous Ring
2959,Household Lighting
2961,Toilet Toilet Set
2926,Coin Illegible
2958,Household Vessel
2964,Metal-working Debris
2965,Miscellaneous Fitting
2967,Buildings Wall Plaster
2974,Vessel Stamp
2975,Fitting Boss
2977,Dress Hobnails
2980,Miscellaneous Object
2983,Miscellaneous Sheet
2984,Fitting Nail
2985,Jewellery Brooch
2995,Household Quernstone
2998,Miscellaneous Strip
2999,Miscellaneous Sheet
3001,Recreation Counter
3002,Transport Terret
3005,Household Vessel
3006,Miscellaneous Object
3008,Miscellaneous Sheet
3011,Miscellaneous Fragment
3017,Miscellaneous Sheet
3018,Jewellery Bead
3021,Textile Needle
3022,Toilet/medical Mirror
3024,Fittings
3025,Textile Needle
3029,Miscellaneous Strips
3031,Miscellanaous Strip
3037,Household Lighting Lamp/candlestick
3040,Miscellaneous Object
3042,Fitting Nail
3044,Jewellery Brooch
3048,Fitting Bar
3049,Jewellery Brooch
3050,Fittings
3055,Jewellery
3068,Miscellaneous Fragment
3069,Miscellaneous Fragment
3075,Jewellery Hairpin
3076,Jewellery Hairpin
3077,Miscellaneous Sheet
3079,Samian Stamp
3082,Fitting Nail
3083,Miscellaneous Strip
3084,Jewellery Brooch
3085,Jewellery Armlet
3086,Miscellaneous Sheet
3094,Miscellaneous ?sherd
3095,Household Vessel
3096,Household Vessel
3098,Toilet Tweezers
3110,Coin Illegible
3112,Fitting Boss
3113,Fittings Nail
3131,Household
3133,Jewellery Brooch
3140,Tool Trowel
3142,Miscellaneous Strip
3145,Dress Hobnails
3154,Fitting Binding?
3155,Toilet Spoon
3156,Recreation Counter
3164,Samian Stamp
3165,Fitting Hinge
3167,Recreation Counter
3169,Miscellaneous Sheet
3170,Textile Spindlewhorl
3173,Miscellaneous Sheet
3175,Samian Stamp
3177,Household Vessel
3179,Fitting Nail
3219,Household Quernstone
3220,Household Quernstone
3229,Household Quernstone
3230,Recreation Counter
3253,Household Quernstone
3256,Jewellery Brooch
3260,Miscellaneous ?peg
3264,Miscellaneous Sheet
36501,Household Vessel
36505,Household Vessel
36508,Animal Bone
36511,Household Vessel
5154,Fittings Nail
5188,Animal Bone
5241,Household Vessel
5245,Household Vessel
5248,Miscellaneous
6504,Fittings Nail
6525,Household Vessel
6578,Animal Bone
6581,Household Vessel
6588,Animal Bone
6601,Household Vessel
6604,Fittings Nail
6608,Animal Bone
6621,Household Vessel
6631,Household Vessel
6634,Fittings Nail
6638,Animal Bone
6641,Household Vessel
6643,Buildings Tessera
6644,Fittings Nail
6648,Animal Bone
10831,Household Vessel
10834,Fittings Nail
10838,Animal Bone
12151,Household Vessel
12154,Fittings Nail
12461,Household Vessel
12464,Fittings Nail
12468,Animal Bone
12469,Buildings
13461,Household Vessel
13464,Fittings Nail
13468,Animal Bone
15041,Household Vessel
15044,Fittings Nail
15221,Household Vessel
15224,Fittings Nail
15228,Animal Bone
15235,Household Vessel
15237,Household Quernstone
15238,Animal Bone
15831,Household Vessel
15838,Animal Bone
16241,Household Vessel
16244,Fittings Nail
16251,Household Vessel
16254,Fittings Nail
16258,Animal Bone
26781,Household Vessel
26783,Buildings
26784,Metal-working
26785,Household Vessel
26788,Animal Bone
27214,Fittings Nail
27217,Miscellaneous
27218,Animal Bone
27601,Household Vessel
27608,Animal Bone
27631,Household Vessel
27634,Fittings Nail
27821,Household Vessel
27828,Animal Bone
28135,Household Vessel
28698,Animal Bone
28700,Miscellaneous
28754,Fittings Nail
28755,Household Vessel
28758,Animal Bone
28791,Household Vessel
28794,Fittings Nail
28901,Household Vessel
28904,Fittings Nail
28906,"Buildings, Tessera"
28908,Animal Bone
28963,Buildings
28965,Household Vessel
28967,unworked
28970,Other Natural
31611,Household Vessel
31614,Fittings Nail
31788,Animal Bone
31790,Miscellaneous
31801,Household Vessel
31804,Fittings Nail
31808,Animal Bone
36513,Buildings Tessera
36514,Fittings Nail
36515,Household
36518,Animal Bone
36521,Household Vessel
36523,Buildings
36524,Fittings Nail
36525,Household
36526,Buildings Tessera
36528,Animal Bone
36531,Household Vessel
36534,Fittings Nail
36538,Animal Bone
36671,Household Vessel
36674,Fittings Nail
36678,Animal Bone
36691,Household Vessel
36694,Fittings Nail
36701,Household Vessel
36704,Fittings Nail
36705,Household
36706,Miscellaneous
36708,Animal Bone
36709,Miscellaneous Fragment
36710,Other natural
36741,Household Vessel
36745,Household
36748,Animal Bone
36791,Household Vessel
36793,Buildings
36794,Fittings Nail
36798,Animal Bone
36800,Miscellaneous
36841,Household Vessel
36861,Household Vessel
36863,Buildings Tessera
36864,Fittings Nail
36868,Animal Bone
36881,Household Vessel
36884,Fittings Nail
36885,Household
36888,Animal Bone
36890,Miscellaneous
36891,Household Vessel
36911,Household Vessel
36914,Fittings Nail
36918,Animal Bone
36971,Household Vessel
36973,Dress Hobnails
36981,Household Vessel
37111,Household Vessel
37116,Buildings Tessera
37151,Household Vessel
3288,Miscellaneous Fitting
3292,Fitting Nail
3295,recreation counter
3297,Buiding Veneer
3309,Tools Knife
3320,household vessel
3338,Samian Stamp
3340,Samian Stamp
3343,Household Vessel
3361,tools knife
3363,Writing Stylus
3365,Fittings Stud
3379,Fittings Nail
3381,Jewellry Armlet
3382,Fittings Nail
3384,Jewellery Hairpin
3385,Samian Stamp
3393,Miscellaneous Strip
3397,fittings nail
3409,Fittings Nail
3418,Fittings Nail
3439,Fittings Nail
3449,fittings nail
3457,fittings nail
3482,Fittings Boss
3484,Toilet Tweezers
3485,Miscellaneous Strip
3486,household vessel
3493,Jewellery Bead
3495,Miscellaneous ?Stud
3496,Miscellaneous ?fitting
3499,household vessel
3500,Fitting Nail
3502,fittings nail
3506,Miscellaneous Ring
3512,Fittings Stud
3513,household vessel
3515,Recreation Counter
3521,Household Vessel
3524,Samian Stamp
3528,Fittings Nail
3541,fittings nail
3543,Miscellaneous Wire
3554,Samian Stamp
3581,Recreation Counter
3593,Fittings Binding
3601,Recreation Gaming Counter
3602,Fitting Nail
3616,Fittings Nail
3628,Recreation Counter?
3635,Fitting Nail
3648,Miscellaneous Wire
3653,Fitting Nail
3655,Miscellaneous Sheet
3667,Dress Hobnail
3670,samian stamp
3679,Jewellery Brooch
3682,Fittings Nail
3691,fittings nail
3696,samian stamp
3697,Miscellaneous Sheet
3717,Tool Knife
3729,Household Vessel
3740,Transport Horse Fittings
3758,Jewellery Brooch
3764,Metal-working? Waste
3766,Miscellaneous Sheet
3777,Coin
3778,Household Key
3779,Fitting Nail
3783,Jewellery Brooch
3790,Miscellaneous Sheet
3793,Fitting Nails
3795,Fitting Nail
3796,Fitting Nail
3812,Jewellery Armlet
3815,Jewellery  Brooch
3817,Buildings
3827,Dress Hobnail
3829,Metal-working? Waste
3831,Miscellaneous Object
3836,Coin Illegible
3843,Fitting Nail
3854,Fitting Nail
3855,Fragments
3875,Recreation Counter
3879,Miscellaneous Sheet
3880,Medical Scapel/blunt Dissector
3883,Household Vessel
3890,Miscellaneous Shaft
3908,Jewellery Bead
3913,Jewellery Brooch
3919,Miscellaneous Sheet
3922,Miscellaneous Terminal
3925,Fitting Nail
3928,Writing Stylus
3932,Fitting Stud
3933,Jewellery Brooch
3939,Building
3946,Transport Button-and-loop Fastener
3948,Fitting Nail?
3953,Toilet Nail-cleaner
3962,Jewellery
3963,Household Vessel
3964,Jewellery Bead
3967,Household Vessel
3968,Household Vessel
3969,Household Vessel
3975,Jewellery Brooch
3976,Fittings Nail
3978,Fragments
3981,Fitting Ring-headed Pin
3985,Coin
3999,Fitting Nail
4003,Jewellery Brooch
4017,Household Vessel
4018,Miscellaneous Strip
4019,Household Vessel
36301,Household Vessel
36308,Animal Bone
37431,Household Vessel
37438,Animal Bone
3129,Coin Legible
2963,Coin Illegible
2990,Coin Legible
38541,Household Vessel
38544,Fittings Nail
38851,Household Vessel
38854,Fittings Nail
38861,Household Vessel
38864,Fittings Nail
38868,Animal Bone
38870,Miscellaneous
39091,Household Vessel
39521,Household Vessel
39528,Animal Bone
39531,Household Vessel
39541,Household Vessel
39544,Fittings Nail
39545,Household
39546,Buildings Tessera
39548,Animal Bone
39811,Household Vessel
39818,Animal Bone
39941,Household Vessel
39944,Fittings Nail
40511,Household Vessel
40521,Household Vessel
40524,Fittings Nail
40525,Household
40528,Animal Bone
40561,Household Vessel
40565,Household
40571,Household Vessel
40591,Household Vessel
40598,Animal Bone
40601,Household Vessel
40604,Fittings Nail
40605,Household
40608,Animal Bone
40611,Household Vessel
40614,Fittings Nail
40615,Household
40631,Household Vessel
40634,Fittings Nail
40641,Household Vessel
40644,Fittings Nail
40671,Household Vessel
40674,Fittings Nail
40678,Animal Bone
40761,Household Vessel
40764,Fittings Nail
40768,Animal Bone
40771,Household Vessel
40774,Fittings Nail
40781,Household Vessel
40784,Fittings Nail
40788,Animal Bone
40791,Household Vessel
40798,Animal Bone
40831,Household Vessel
40838,Animal Bone
40844,Fittings Nail
40841,Household Vessel
40848,Animal Bone
40850,Miscellaneous
40881,Household Vessel
40885,Miscellaneous
40886,Miscellaneous
40888,Animal Bone
40891,Household
40921,Household Vessel
40924,Fittings Nail
40927,Miscellaneous
40928,Animal Bone
40938,Animal Bone
40941,Household Vessel
40944,Fittings Nail
40948,Animal Bone
40950,Miscellaneous
40981,Household Vessel
40985,Household
40991,Household Vessel
40994,Fittings Nail
41011,Household Vessel
41017,Miscellaneous
41021,Household Vessel
41054,Fittings Nail
41061,Household Vessel
41068,Animal Bone
41121,Household Vessel
41124,Fittings Nail
41128,Animal Bone
41131,Household Vessel
41138,Animal Bone
41161,Household Vessel
41168,Animal Bone
44201,Household Vessel
44204,Fittings Nail
44205,Household
41371,Household Vessel
41378,Animal Bone
41461,Household Vessel
41468,Animal Bone
41561,Household Vessel
41571,Household Vessel
41721,Household Vessel
41724,Fittings Nail
41728,Animal Bone
41731,Household Vessel
41791,Household Vessel
41798,Animal Bone
41821,Household Vessel
41824,Fittings Nail
42251,Household Vessel
42254,Fittings Nail
42255,Household
42258,Animal Bone
42581,Household Vessel
42583,Miscellaneous
42584,Fittings Nail
42585,Household
42588,Animal Bone
42711,Household Vessel
42714,Fittings Nail
42721,Household Vessel
42728,Animal Bone
42741,Household Vessel
42744,Fittings Nail
42748,Animal Bone
42749,Buildings
42781,Household Vessel
42811,Household Vessel
42814,Fittings Nail
42818,Animal Bone
43061,Household Vessel
43065,Household
43068,Animal Bone
43111,Household Vessel
43114,Fittings Nail
43118,Animal Bone
43120,Miscellaneous
43181,Household Vessel
43188,Animal Bone
43211,Household Vessel
43581,Household Vessel
43701,Household Vessel
43705,Household
32041,Household Vessel
32044,Fittings Nail
32048,Animal Bone
33021,Household Vessel
33023,Miscellaneous
33024,Fittings Nail
33025,Household
33041,Household Vessel
33043,Miscellaneous
33044,Fittings Nail
33045,Household
33048,Animal Bone
33121,Household Vessel
33123,Miscellaneous
33124,Fittings Nail
33126,Miscellaneous
33128,Animal Bone
33475,Household
34734,Fittings Nail
35015,Household
35154,Fittings Nail
35794,Fittings Nail
35991,Household Vessel
35998,Animal Bone
36111,Household Vessel
36113,Buildings
36114,Metal-working
36115,Household
36116,Buildings Tessera
36118,Animal Bone
36121,Household Vessel
36123,Buildings Tessera
36124,Fittings Nail
36125,Household
36128,Animal Bone
36178,Animal Bone
36211,Household Vessel
36214,Fittings Nail
36231,Household Vessel
36234,Fittings Nail
36238,Animal Bone
36281,Household Vessel
36284,Fittings Nail
36288,Animal Bone
36290,Miscellaneous
36303,Fittings Nail
36305,Household
36310,Other Natural
37221,Household Vessel
37224,Fittings Nail
37228,Animal Bone
37251,Household Vessel
37254,Fittings Nail
37255,Household Vessel
37258,Animal Bone
28969,Buildings Wall Plaster
39098,Animal Bone
15834,Fittings Nail
15837,Animal
27578,Animal Bone
27844,fittings nail
27848,Animal Bone
27974,metal-working
27978,Animal Bone
28854,fittings nail
28855,household
28858,Animal Bone
28859,Other Man-made
31015,Household
31195,Glass
31197,Unworked stone
31595,Household
31598,Animal Bone
32007,Unworked stone
32008,Animal Bone
35078,Animal Bone
35807,Unworked stone
35808,Animal Bone
35814,fittings nail
35815,Household
36703,Ceramic Retained
37128,Animal Bone
39008,Animal Bone
39010,Other natural
39094,fittings nail
39099,Metal-working
39100,Other natural
39238,Animal Bone
39244,fittings nail
39248,Animal Bone
39308,Animal Bone
39441,Household Vessel
39451,Household Vessel
39458,Animal Bone
40811,Household Vessel
40818,Animal Bone
40971,Household Vessel
40975,Household Vessel
40980,Other Natural
41361,Household Vessel
41364,Fittings Nail
41368,Animal Bone
41464,Fittings Nail
41491,Household Vessel
41497,Miscellaneous
41499,Metalworking
41568,Animal Bone
41564,Fittings Nail
41794,Fittings Nail
42371,Household Vessel
42723,Buildings Tessera
42724,Fittings Nail
42726,Buildings Tessera
42730,Other Natural
43541,Household Vessel
43545,Household Vessel
43548,Animal Bone
47314,Fittings Nail
47658,Animal Bone
47751,Household Vessel
47754,Fittings Nail
47755,Household Vessel
47758,Animal Bone
47760,Other Natural
47981,Household Vessel
48051,Household Vessel
48054,Fittings Nail
48055,Household Vessel
48058,Animal Bone
48059,Other Man-made
48060,Other Natural
48071,Household Vessel
48074,Fittings Nail
48075,Household Vessel
48131,Household Vessel
48134,Fittings Nail
48135,Household Vessel
48138,Animal Bone
48140,Other Natural
48321,Household Vessel
48325,Household Vessel
48328,Animal Bone
48329,Buildings
48351,Household Vessel
48354,Fittings Nail
48355,Household Vessel
48357,Miscellaneous
48358,Animal Bone
48360,Other Natural
48401,Household Vessel
48404,Fittings Nail
48408,Animal Bone
48409,Buildings
48601,Household Vessel
48604,Fittings Nail
48605,Household Vessel
48608,Animal Bone
49011,Household Vessel
49013,Buildings
49014,Fittings Nail
49015,Household Vessel
49018,Animal Bone
49020,Other Natural
49121,Household Vessel
49124,Fittings Nail
49125,Household Vessel
49130,Other Natural
49151,Household Vessel
49154,Fittings Nail
49158,Animal Bone
49211,Household Vessel
49231,Household Vessel
49234,Fittings Nail
49235,Household Vessel
49271,Household Vessel
49274,Fittings Nail
49278,Animal Bone
49281,Household Vessel
49284,Fittings Nail
49288,Animal Bone
49290,Other Natural
49321,Household Vessel
49421,Household Vessel
49424,Fittings Nail
49428,Animal Bone
49611,Household Vessel
49618,Animal Bone
49851,Household Vessel
49854,Fittings Nail
49858,Animal Bone
49861,Household Vessel
49868,Animal Bone
50161,Household Vessel
50199,Buildings
50258,Animal Bone
50301,Household Vessel
50304,Fittings Nail
50511,Household Vessel
50631,Household Vessel
4023,Household Vessel
4027,Jewellery Bead
4028,Miscellaneous Sheet
4031,Fitting Hinge
4036,Miscellaneous Strip
4039,Writing Stylus
4041,Samian
4043,Metal-working? Waste
4044,Jewellery Bow Brooch
4045,Jewellery Brooch
4046,Coin Legible
4053,Miscelllaneous Fitting
4054,Human Remains
4057,Hobnails
4058,Miscellaneous Fitting
4060,Fitting Nails
4061,Miscellaneous Sheet
4062,Jewellery Bead
4064,Samian Stamp
4065,Jewellery Brooch
4069,Samian Stamp
4071,Fittings Nails
4077,Coin Illegible
4082,Fitting Nail
4085,Household Vessel Stamp
4086,Tools
4089,Jewellery Brooch
4094,Fittings Nails
4095,Miscellaneous Shaft
4096,Household Vessel
53041,Vessel
53048,Animal Bone
53181,Household Vessel
53183,Buildings
53251,Household Vessel
53421,Household Vessel
53431,Household Vessel
53461,Household Vessel
53468,Animal Bone
53581,Household Vessel
53583,Building
53584,Fitting Nails
53585,Household Vessel
53587,Unworked Stone
53588,Animal Bone
53589,Other Man Made
53590,Other Natural
43619,Building
53701,Household Vessel
53703,Building
53704,Miscellaneous
53705,Household Vessel
53708,Animal Bone
53709,Other Man Made
53710,Other Natural
53721,Household Vessel
53723,Buildings
53724,Fittings Nails
53725,Household Vessel
53728,Animal Bone
53729,Buildings
53730,Other Natural
53808,Animal Bone
53809,Buildings
53891,Household Vessel
53895,Household Vessel
53898,Animal Bone
54161,Household Vessel
54181,Household Vessel
54184,Fittings Nails
54185,Household Vessel
54188,Animal Bone
54331,Household Vessel
54334,Fittings Nails
54338,Animal Bone
54339,Buildings
54551,Household Vessel
54554,Fittings Nails
55281,Household Vessel
55284,Fittings Nail
55285,Household Vessel
55308,Animal Bone
50851,Household Vessel
50854,Metal Working
50855,Household Vessel
50858,Animal Bone
50861,Household Vessel
50864,Fittings Nails
50865,Household Vessel
50868,Animal Bone
50894,Miscellaneous
50898,Animal Bone
50899,Other Man Made
52681,Household Vessel
52688,Animal Bone
52701,Household Vessel
52704,Fittings Nails
52705,Household Vessel
52708,Animal Bone
52709,Other Man Made
52771,Household Vessel
52774,Fittings Nails
52778,Animal Bone
52841,Household Vessel
52848,Animal Bone
52851,Household Vessel
52855,Household Vessel
52861,Household Vessel
52864,Fittings Nails
52868,Animal Bone
52951,Household Vessel
52958,Animal Bone
52959,Buildings
52974,Fittings Nails
52978,Animal Bone
52979,Buildings
55511,Household Vessel
55561,Household Vessel
55563,Ceramic Retained
55564,Metal Working
55568,Animal Bone
55604,Household Vessel
55611,Household Vessel
55614,Fittings Nails
55624,Miscellaneous
55628,Animal Bone
55629,Other Man Made
55631,Household Vessel
55638,Animal Bone
55741,Household Vessel
55748,Animal Bone
55771,Household Vessel
55778,Animal Bone
55831,Household Vessel
55838,Animal Bone
55839,Building
55841,Household Vessel
55846,Buildings
55848,Animal Bone
55851,Household Vessel
55911,Household Vessel
55921,Household Vessel
55931,Household Vessel
55934,Fitting Nails
55935,Household Vessel
55938,Animal Bone
55981,Household Vessel
56091,Household Vessel
56098,Animal Bone
56171,Household Vessel
56178,Animal Bone
56271,Household Vessel
56278,Animal Bone
56301,Household Vessel
56304,Fittings Nails
56308,Animal Bone
56311,Household Vessel
56318,Animal Bone
56319,Buildings
56351,Household Vessel
56354,Fittings Nails
56355,Household Vessel
56358,Animal Bone
56461,Household Vessel
56464,Fittings Nails
56491,Household Vessel
56481,Household Vessel
56483,Miscellaneous
56484,Miscellaneous
56489,Other Man Made
56493,Miscellaneous
56494,Miscellaneous
56498,Animal Bone
56499,Other Man Made
59541,Household Vessel
59544,Fittings Nails
59548,Animal Bone
59611,Household Vessel
59615,Household Vessel
59616,"Buildings, Tesserae"
59621,Household Vessel
59624,Fittings Nails
59628,Animal Bone
59671,Household Vessel
59674,Fittings Nails
59675,Household Vessel
59678,Animal Bone
59679,Buildings
59741,Household Vessel
59744,Fittings Nails
59748,Animal Bone
59761,Household Vessel
59764,Fittings Nails
59768,Animal Bone
59831,Household Vessel
59839,Buildings
59881,Household Vessel
59884,Fittings Nails
59888,Animal Bone
59951,Household Vessel
59954,Fittings Nail
59958,Animal Bone
59961,Household Vessel
59964,Fitting Nails
59965,Household Vessel
60071,Household Vessel
60074,Fittings Nails
60078,Animal Bone
60091,Household Vessel
60098,Animal Bone
60151,Household Vessel
60154,Fittings Nails
60158,Animal Bone
60191,Household Vessel
60194,Fittings Nails
60195,Household Vessel
60198,Animal Bone
60201,Household Vessel
60208,Animal Bone
60588,Animal Bone
60601,Household Vessel
60758,Animal Bone
60851,Household Vessel
60901,Household Vessel
60908,Animal Bone
60931,Household Vessel
60933,Miscellaneous
60934,Miscellaneous
60938,Animal Bone
60939,Other Man Made
60940,Other Natural
60941,Household Vessel
60948,Animal Bone
60951,Household Vessel
60954,Fittings Nails
60958,Animal Bone
60961,Household Vessel
60964,Fittings Nails
60968,Animal Bone
60969,Other Man Made
60970,Other Natural
61061,Household Vessel
61064,Fittings Nails
61071,Household Vessel
61074,Fittings Nails
61184,Miscellaneous
61189,Other Man Made
61234,Miscellaneous
61238,Animal Bone
61239,Other Man Made
61371,Household Vessel
61373,Miscellaneous
61374,Miscellaneous
61378,Animal Bone
61379,Other Man Made
61451,Household Vessel
61454,Fittings Nails
61458,Animal Bone
53611,Household Vessel
53618,Animal Bone
53619,Buildings
4108,Household Vessel
3654,Fittings Nails
3748,Fittings Nails
3799,Fittings Nails
3467,Fittings Nails
3848,Fittings Nails
3483,Fittings Nails
3874,Fittings Nails
3889,Fittings Nails
3958,Fittings Nails
3987,Fittings Nails
4093,Fittings Nails
49111,Household Vessel
49471,Household Vessel
49474,Fittings Nails
49475,Household Vessel
49478,Animal Bone
49480,Other Natural
49654,Fittings Nails
49691,Household Vessel
49791,Household Vessel
49798,Animal Bone
49864,Fittings Nails
49974,Fittings Nails
49991,Household Vessel
49994,Fittings Nails
49998,Animal Bone
50561,Household Vessel
50564,Fittings Nails
50568,Animal Bone
12178,Animal Bone
12328,Animal Bone
14754,Fittings Nails
25338,Animal Bone
27604,Fittings Nails
27610,Other Natural
27635,Household Vessel
27638,Animal Bone
31311,Household Vessel
31313,Buildings
31314,Metalworking
31315,Household Vessel
31318,Animal Bone
31461,Household Vessel
31464,Metalworking
31465,Household Vessel
31468,Animal Bone
31610,Household Vessel
31618,Animal Bone
31619,Other Man Made
31651,Household Vessel
32045,Household Vessel
34021,Household Vessel
34028,Animal Bone
34029,Other Man Made
34251,Household Vessel
34254,Fittings Nails
34257,Miscellaneous
35011,Household Vessel
39191,Household Vessel
39201,Household Vessel
39204,Fittings Nails
39208,Animal Bone
39411,Household Vessel
39418,Animal Bone
39549,Other Man Made
39550,Other Natural
39591,Household Vessel
39593,Buildings
39594,Fittings Nails
39595,Household Vessel
39598,Animal Bone
40041,Household Vessel
40048,Animal Bone
40541,Household Vessel
40884,Fittings Nails
41351,Household Vessel
41358,Animal Bone
43191,Household Vessel
43194,Fittings Nails
43195,Household Vessel
43198,Animal Bone
43471,Household Vessel
43474,Fittings Nails
43478,Animal Bone
43481,Household Vessel
43488,Animal Bone
34618,Animal Bone
40548,Animal Bone
40544,Fittings Nails
40545,Household Vessel
40546,Building Tesserae
40550,Other Natural
34481,Household Vessel
34488,Animal Bone
41211,Household Vessel
41214,Fittings Nails
41218,Animal Bone
6611,Household Vessel
6617,Miscellaneous
6618,Animal Bone
4164,"Jewellery, Brooch"
4144,Miscellaneous Fragments
4148,Miscellaneous Fragment
4154,"Buildings, Wallplaster"
4158,"Buildings, Wallplaster"
4176,Miscellaneous Object
4177,"Fitting, Nails"
4180,"Coin, Illegible"
4183,"Tools, Blade"
4234,Building
4271,Miscellaneous Sheet
4280,Tool
4315,Fitting
4322,Household Vessel
4348,Miscellaneous Object
4357,Miscellaneous Shaft
4377,Miscellaneous Sheet Fragments
4419,"Jewellery, Brooch Spring"
4482,Miscellaneous Fragments
4499,"Jewellery, Melon Bead"
4516,"Coin, Legible"
6512,Tegula
34027,Unworked Stone
4565,Household Vessel
12181,Household vessel
12188,Animal Bone
12191,Household Vessel
12198,Animal Bone
28974,Iron Nails
31114,"Fittings, Nails"
31115,Glass
31120,"Other Natural, Charcoal"
31137,Unworked stone
31291,Household Vessel
31294,"Fittings, Nails"
39194,"Fitting, Nail"
39198,Animal Bone
41451,Household Vessel
41455,Household
48921,Household Vessel
48928,Animal Bone
49115,Household
49118,Animal bone
49863,Retained CBM
49870,Other Natural
53801,Household Vessel
53804,Metalworking
53806,"Buildings, Tesserae"
53810,"Other Natural, Charcoal"
55751,Household Vessel
55754,"Fittings, Nails"
55758,Animal Bone
55811,Household Vessel
55813,Retained CBM
55814,Miscellaneous
55818,Animal Bone
55820,Other Natural
59531,Household Vessel
59534,"Fittings, Nails"
59631,Household Vessel
59749,Other Man Made
59981,Household Vessel
59984,"Fittings, Nails"
59985,Household
59988,Animal Bone
60011,Household Vessel
60014,"Fittings, Nails"
60018,Animal Bone
60020,Other Natural
60081,Household Vessel
60084,Metalworking
60086,Worked Stone
60088,Animal Bone
60111,Household Vessel
60114,"Fittings, Nails"
60115,Household
60118,Animal Bone
60461,Household Vessel
60681,Household Vessel
60684,"Fittings, Nails"
60688,Animal Bone
60861,Household vessel
60864,"Fittings, Nails"
60868,Animal Bone
60981,Household Vessel
60988,Animal Bone
61021,Household Vessel
61028,Animal Bone
61161,Household Vessel
61168,Animal Bone
61169,Other Man Made
61281,Household Vessel
61284,"Fittings, Nails"
61288,Animal Bone
9886,"Buildings, Tesserae"
25426,"Buildings, Tesserae"
33476,"Buildings, Tesserae"
28132,Discarded CBM
31112,Discarded Cbm
39192,Discarded CBM
41462,Discarded CBM
